holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,hour,day_of_week,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,weather_Clear,weather_Clouds,weather_Drizzle,weather_Fog,weather_Haze,weather_Mist,weather_Rain,weather_Smoke,weather_Snow,weather_Squall,weather_Thunderstorm,is_clear,is_rainy,high_cloud_coverage,has_precipitation,temp_normalized,traffic_volume_normalized,clouds_all_normalized,congestion_category
,293.82,0.0,0.0,1,Clear,sky is clear,2013-05-17 10:00:00,4619,10,4,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0.9881166751683048,0.6841606066164463,-1.2396690857273567,2
,296.05,0.0,0.0,1,Clear,sky is clear,2013-05-17 11:00:00,5256,11,4,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,1.1635405623275732,1.004755074706304,-1.2396690857273567,3
,297.9,0.0,0.0,1,Clear,sky is clear,2013-05-17 12:00:00,5422,12,4,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,1.3090715897915364,1.0883008858568792,-1.2396690857273567,3
,299.15,0.0,0.0,1,Clear,sky is clear,2013-05-17 13:00:00,5616,13,4,0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,1.4074033651050268,1.1859387615388768,-1.2396690857273567,3
,299.97,0.0,0.0,1,Clear,sky is clear,2013-05-17 14:00:00,5570,14,4,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,1.4719090097106806,1.1627875126658258,-1.2396690857273567,3
,300.45,0.0,0.0,1,Clear,sky is clear,2013-05-17 16:00:00,6366,16,4,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,1.509668411431058,1.5634047757734033,-1.2396690857273567,3
,300.26,0.0,0.0,1,Clear,sky is clear,2013-05-17 17:00:00,6039,17,4,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,1.4947219815834074,1.3988295935671498,-1.2396690857273567,3
,299.83,0.0,0.0,1,Clear,sky is clear,2013-05-17 18:00:00,5153,18,4,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,1.4608958508755663,0.9529164087514291,-1.2396690857273567,3
,299.03,0.0,0.0,1,Clear,sky is clear,2013-05-17 19:00:00,3566,19,4,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,1.3979635146749314,0.15419832263117111,-1.2396690857273567,2
,298.21,0.0,0.0,1,Clear,sky is clear,2013-05-17 20:00:00,2928,20,4,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,1.3334578700692823,-0.16689943347766606,-1.2396690857273567,1
,296.71,0.0,0.0,1,Clear,sky is clear,2013-05-17 21:00:00,2839,21,4,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,1.2154597396930937,-0.21169206716682987,-1.2396690857273567,1
,295.53,0.0,0.0,1,Clear,sky is clear,2013-05-17 22:00:00,2641,22,4,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,1.122634543797158,-0.3113430949247448,-1.2396690857273567,1
,294.45,0.0,0.0,75,Clouds,broken clouds,2013-05-17 23:00:00,1851,23,4,0,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,1.0376758899263037,-0.7089406299184461,0.6570466472736423,1
,293.38,0.0,0.0,90,Clouds,overcast clouds,2013-05-18 00:00:00,1173,0,5,1,0.0,1.0,-0.9749279121818236,-0.2225209339563146,False,True,False,False,False,False,False,False,False,False,False,0,0,1,0,0.9535038902579563,-1.050169906786458,1.0415160526116827,0
,292.04,0.0,0.0,90,Drizzle,light intensity drizzle,2013-05-18 01:00:00,727,1,5,1,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,False,False,True,False,False,False,False,False,False,False,False,0,0,1,0,0.8480922271218965,-1.2746363632512563,1.0415160526116827,0
,291.39,0.0,0.0,90,Rain,light rain,2013-05-18 02:00:00,501,2,5,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,False,False,False,False,False,False,True,False,False,False,False,0,1,1,0,0.7969597039588788,-1.3883794555405937,1.0415160526116827,0
,290.8,0.0,0.0,90,Rain,light rain,2013-05-18 03:00:00,352,3,5,1,0.7071067811865476,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,False,False,False,False,False,False,True,False,False,False,False,0,1,1,0,0.7505471060109132,-1.4633693703685196,1.0415160526116827,0
,290.48,0.0,0.0,90,Clouds,overcast clouds,2013-05-18 04:00:00,391,4,5,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,False,True,False,False,False,False,False,False,False,False,False,0,0,1,0,0.7253741715306602,-1.4437411376283242,1.0415160526116827,0
,289.92,0.0,0.0,90,Rain,light rain,2013-05-18 05:00:00,756,5,5,1,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,False,False,False,False,False,False,True,False,False,False,False,0,1,1,0,0.6813215361902163,-1.2600410107008546,1.0415160526116827,0
,288.82,0.0,0.0,90,Rain,light rain,2013-05-18 06:00:00,1331,6,5,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,False,False,False,False,False,False,True,False,False,False,False,0,1,1,0,0.594789573914343,-0.9706503997877177,1.0415160526116827,1
,287.15,0.0,0.0,90,Rain,light rain,2013-05-18 07:00:00,1984,7,5,1,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,False,False,False,False,False,False,True,False,False,False,False,0,1,1,0,0.4634183220955184,-0.64200332339419,1.0415160526116827,1
,287.15,0.0,0.0,90,Mist,mist,2013-05-18 07:00:00,1984,7,5,1,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,False,False,False,False,False,True,False,False,False,False,False,0,0,1,0,0.4634183220955184,-0.64200332339419,1.0415160526116827,1
,287.15,0.0,0.0,90,Drizzle,drizzle,2013-05-18 07:00:00,1984,7,5,1,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,False,False,True,False,False,False,False,False,False,False,False,0,0,1,0,0.4634183220955184,-0.64200332339419,1.0415160526116827,1
,286.63,0.0,0.0,90,Drizzle,drizzle,2013-05-18 08:00:00,2726,8,5,1,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,False,False,True,False,False,False,False,False,False,False,False,0,0,1,0,0.4225123035651078,-0.26856361331149853,1.0415160526116827,1
,286.79,0.0,0.0,90,Clouds,overcast clouds,2013-05-18 09:00:00,3477,9,5,1,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,False,True,False,False,False,False,False,False,False,False,False,0,0,1,0,0.43509877080523657,0.10940568894200732,1.0415160526116827,2
,286.98,0.0,0.0,90,Clouds,overcast clouds,2013-05-18 10:00:00,3696,10,5,1,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,False,True,False,False,False,False,False,False,False,False,False,0,0,1,0,0.45004520065288695,0.21962576509848905,1.0415160526116827,2
,287.76,0.0,0.0,90,Clouds,overcast clouds,2013-05-18 11:00:00,4161,11,5,1,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,False,True,False,False,False,False,False,False,False,False,False,0,0,1,0,0.5114042284485029,0.45365469392389546,1.0415160526116827,2
,288.22,0.0,0.0,90,Clouds,overcast clouds,2013-05-18 12:00:00,4742,12,5,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,False,True,False,False,False,False,False,False,False,False,False,0,0,1,0,0.5475903217638702,0.7460650329509086,1.0415160526116827,2
,288.6,0.0,0.0,90,Clouds,overcast clouds,2013-05-18 13:00:00,4577,13,5,1,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,False,True,False,False,False,False,False,False,False,False,False,0,0,1,0,0.577483181459171,0.6630225098193128,1.0415160526116827,2
,288.56,0.0,0.0,90,Rain,light rain,2013-05-18 14:00:00,4866,14,5,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,False,False,False,False,False,False,True,False,False,False,False,0,1,1,0,0.5743365646491376,0.8084727473043504,1.0415160526116827,2
,288.56,0.0,0.0,90,Mist,mist,2013-05-18 14:00:00,4866,14,5,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,False,False,False,False,False,True,False,False,False,False,False,0,0,1,0,0.5743365646491376,0.8084727473043504,1.0415160526116827,2
,288.56,0.0,0.0,90,Rain,moderate rain,2013-05-18 14:00:00,4866,14,5,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,False,False,False,False,False,False,True,False,False,False,False,0,1,1,0,0.5743365646491376,0.8084727473043504,1.0415160526116827,2
,287.89,0.0,0.0,90,Rain,light rain,2013-05-18 15:00:00,4875,15,5,1,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,False,False,False,False,False,False,True,False,False,False,False,0,1,1,0,0.5216307330811055,0.8130023394751646,1.0415160526116827,2
,287.89,0.0,0.0,90,Mist,mist,2013-05-18 15:00:00,4875,15,5,1,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,False,False,False,False,False,True,False,False,False,False,False,0,0,1,0,0.5216307330811055,0.8130023394751646,1.0415160526116827,2
,287.89,0.0,0.0,90,Rain,moderate rain,2013-05-18 15:00:00,4875,15,5,1,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,False,False,False,False,False,False,True,False,False,False,False,0,1,1,0,0.5216307330811055,0.8130023394751646,1.0415160526116827,2
,287.25,0.0,0.0,90,Rain,moderate rain,2013-05-18 16:00:00,4935,16,5,1,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,False,False,False,False,False,False,True,False,False,False,False,0,1,1,0,0.47128486412059944,0.8431996206139267,1.0415160526116827,3
,287.25,0.0,0.0,90,Mist,mist,2013-05-18 16:00:00,4935,16,5,1,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,False,False,False,False,False,True,False,False,False,False,False,0,0,1,0,0.47128486412059944,0.8431996206139267,1.0415160526116827,3
,287.25,0.0,0.0,90,Rain,light rain,2013-05-18 16:00:00,4935,16,5,1,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,False,False,False,False,False,False,True,False,False,False,False,0,1,1,0,0.47128486412059944,0.8431996206139267,1.0415160526116827,3
,286.91,0.0,0.0,90,Rain,light rain,2013-05-18 17:00:00,4813,17,5,1,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,False,False,False,False,False,False,True,False,False,False,False,0,1,1,0,0.444538621235332,0.7817984822984438,1.0415160526116827,2
,286.91,0.0,0.0,90,Mist,mist,2013-05-18 17:00:00,4813,17,5,1,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,False,False,False,False,False,True,False,False,False,False,False,0,0,1,0,0.444538621235332,0.7817984822984438,1.0415160526116827,2
,286.91,0.0,0.0,90,Rain,moderate rain,2013-05-18 17:00:00,4813,17,5,1,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,False,False,False,False,False,False,True,False,False,False,False,0,1,1,0,0.444538621235332,0.7817984822984438,1.0415160526116827,2
,287.29,0.0,0.0,90,Clouds,overcast clouds,2013-05-18 18:00:00,4237,18,5,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,False,True,False,False,False,False,False,False,False,False,False,0,0,1,0,0.47443148093063275,0.4919045833663275,1.0415160526116827,2
,287.29,0.0,0.0,90,Clouds,overcast clouds,2013-05-18 19:00:00,3327,19,5,1,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,False,True,False,False,False,False,False,False,False,False,False,0,0,1,0,0.47443148093063275,0.03391248609510203,1.0415160526116827,1
,287.18,0.0,0.0,90,Clouds,overcast clouds,2013-05-18 20:00:00,2974,20,5,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,False,True,False,False,False,False,False,False,False,False,False,0,0,1,0,0.4657782847030445,-0.1437481846046151,1.0415160526116827,1
,287.23,0.0,0.0,90,Clouds,overcast clouds,2013-05-18 21:00:00,3099,21,5,1,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,False,True,False,False,False,False,False,False,False,False,False,0,0,1,0,0.46971155571558504,-0.08083718223219402,1.0415160526116827,1
,287.01,0.0,0.0,90,Clouds,overcast clouds,2013-05-18 22:00:00,3095,22,5,1,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,False,True,False,False,False,False,False,False,False,False,False,0,0,1,0,0.4524051632604086,-0.08285033430811149,1.0415160526116827,1
,286.82,0.0,0.0,90,Clouds,overcast clouds,2013-05-18 23:00:00,2361,23,5,1,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,False,True,False,False,False,False,False,False,False,False,False,0,0,1,0,0.4374587334127582,-0.45226374023896804,1.0415160526116827,1
,286.78,0.0,0.0,90,Mist,mist,2013-05-19 00:00:00,1475,0,6,1,0.0,1.0,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,True,False,False,False,False,False,0,0,1,0,0.4343121166027249,-0.8981769250546886,1.0415160526116827,1
,286.78,0.0,0.0,90,Mist,mist,2013-05-19 01:00:00,1001,1,6,1,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,True,False,False,False,False,False,0,0,1,0,0.4343121166027249,-1.1367354460509094,1.0415160526116827,0
,286.78,0.0,0.0,90,Rain,light rain,2013-05-19 01:00:00,1001,1,6,1,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,False,True,False,False,False,False,0,1,1,0,0.4343121166027249,-1.1367354460509094,1.0415160526116827,0
,286.66,0.0,0.0,90,Mist,mist,2013-05-19 02:00:00,639,2,6,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,True,False,False,False,False,False,0,0,1,0,0.4248722661726339,-1.3189257089214408,1.0415160526116827,0
,286.66,0.0,0.0,90,Rain,light rain,2013-05-19 02:00:00,639,2,6,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,False,True,False,False,False,False,0,1,1,0,0.4248722661726339,-1.3189257089214408,1.0415160526116827,0
,286.63,0.0,0.0,40,Mist,mist,2013-05-19 03:00:00,402,3,6,1,0.7071067811865476,0.7071067811865476,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0.4225123035651078,-1.4382049694195511,-0.2400486318484518,0
,286.83,0.0,0.0,40,Clouds,scattered clouds,2013-05-19 04:00:00,318,4,6,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,0.4382453876152654,-1.4804811630138182,-0.2400486318484518,0
,286.88,0.0,0.0,1,Thunderstorm,proximity thunderstorm with rain,2013-05-19 05:00:00,541,5,6,1,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0.4421786586278059,-1.368247934781419,-1.2396690857273567,0
,286.88,0.0,0.0,1,Thunderstorm,thunderstorm with heavy rain,2013-05-19 05:00:00,541,5,6,1,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0.4421786586278059,-1.368247934781419,-1.2396690857273567,0
,286.88,0.0,0.0,1,Rain,light rain,2013-05-19 05:00:00,541,5,6,1,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,False,True,False,False,False,False,0,1,0,0,0.4421786586278059,-1.368247934781419,-1.2396690857273567,0
,286.78,0.0,0.0,90,Rain,light rain,2013-05-19 06:00:00,815,6,6,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,False,True,False,False,False,False,0,1,1,0,0.4343121166027249,-1.230347017581072,1.0415160526116827,0
,286.78,0.0,0.0,90,Thunderstorm,proximity thunderstorm,2013-05-19 06:00:00,815,6,6,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,False,False,False,False,False,True,0,0,1,0,0.4343121166027249,-1.230347017581072,1.0415160526116827,0
,286.78,0.0,0.0,90,Mist,mist,2013-05-19 06:00:00,815,6,6,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,True,False,False,False,False,False,0,0,1,0,0.4343121166027249,-1.230347017581072,1.0415160526116827,0
,286.78,0.0,0.0,90,Thunderstorm,thunderstorm with heavy rain,2013-05-19 06:00:00,815,6,6,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,False,False,False,False,False,True,0,0,1,0,0.4343121166027249,-1.230347017581072,1.0415160526116827,0
,286.78,0.0,0.0,90,Thunderstorm,proximity thunderstorm with rain,2013-05-19 06:00:00,815,6,6,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,False,False,False,False,False,True,0,0,1,0,0.4343121166027249,-1.230347017581072,1.0415160526116827,0
,286.52,0.0,0.0,90,Rain,moderate rain,2013-05-19 07:00:00,1120,7,6,1,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,False,True,False,False,False,False,0,1,1,0,0.41385910733751957,-1.0768441717923645,1.0415160526116827,0
,286.52,0.0,0.0,90,Mist,mist,2013-05-19 07:00:00,1120,7,6,1,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,True,False,False,False,False,False,0,0,1,0,0.41385910733751957,-1.0768441717923645,1.0415160526116827,0
,286.52,0.0,0.0,90,Rain,light rain,2013-05-19 07:00:00,1120,7,6,1,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,False,True,False,False,False,False,0,1,1,0,0.41385910733751957,-1.0768441717923645,1.0415160526116827,0
,286.52,0.0,0.0,90,Thunderstorm,thunderstorm with heavy rain,2013-05-19 07:00:00,1120,7,6,1,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,False,False,False,False,False,True,0,0,1,0,0.41385910733751957,-1.0768441717923645,1.0415160526116827,0
,286.37,0.0,0.0,90,Thunderstorm,thunderstorm with rain,2013-05-19 08:00:00,1700,8,6,1,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,False,False,False,False,False,True,0,0,1,0,0.4020592942999025,-0.7849371207843308,1.0415160526116827,1
,286.37,0.0,0.0,90,Mist,mist,2013-05-19 08:00:00,1700,8,6,1,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,True,False,False,False,False,False,0,0,1,0,0.4020592942999025,-0.7849371207843308,1.0415160526116827,1
,286.37,0.0,0.0,90,Thunderstorm,proximity thunderstorm,2013-05-19 08:00:00,1700,8,6,1,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,False,False,False,False,False,True,0,0,1,0,0.4020592942999025,-0.7849371207843308,1.0415160526116827,1
,286.37,0.0,0.0,90,Rain,moderate rain,2013-05-19 08:00:00,1700,8,6,1,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,False,True,False,False,False,False,0,1,1,0,0.4020592942999025,-0.7849371207843308,1.0415160526116827,1
,286.37,0.0,0.0,90,Rain,light rain,2013-05-19 08:00:00,1700,8,6,1,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,False,True,False,False,False,False,0,1,1,0,0.4020592942999025,-0.7849371207843308,1.0415160526116827,1
,286.36,0.0,0.0,90,Thunderstorm,thunderstorm with heavy rain,2013-05-19 09:00:00,2802,9,6,1,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,False,False,False,False,False,True,0,0,1,0,0.40127264009739533,-0.2303137238690665,1.0415160526116827,1
,286.36,0.0,0.0,90,Mist,mist,2013-05-19 09:00:00,2802,9,6,1,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,True,False,False,False,False,False,0,0,1,0,0.40127264009739533,-0.2303137238690665,1.0415160526116827,1
,286.36,0.0,0.0,90,Rain,moderate rain,2013-05-19 09:00:00,2802,9,6,1,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,False,True,False,False,False,False,0,1,1,0,0.40127264009739533,-0.2303137238690665,1.0415160526116827,1
,286.36,0.0,0.0,90,Thunderstorm,thunderstorm with light rain,2013-05-19 09:00:00,2802,9,6,1,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,False,False,False,False,False,True,0,0,1,0,0.40127264009739533,-0.2303137238690665,1.0415160526116827,1
,286.36,0.0,0.0,90,Thunderstorm,proximity thunderstorm with rain,2013-05-19 09:00:00,2802,9,6,1,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,False,False,False,False,False,True,0,0,1,0,0.40127264009739533,-0.2303137238690665,1.0415160526116827,1
,287.15,0.0,0.0,90,Thunderstorm,thunderstorm with light rain,2013-05-19 10:00:00,3591,10,6,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,False,False,False,False,False,True,0,0,1,0,0.4634183220955184,0.16678052310565533,1.0415160526116827,2
,287.15,0.0,0.0,90,Mist,mist,2013-05-19 10:00:00,3591,10,6,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,True,False,False,False,False,False,0,0,1,0,0.4634183220955184,0.16678052310565533,1.0415160526116827,2
,287.15,0.0,0.0,90,Thunderstorm,proximity thunderstorm,2013-05-19 10:00:00,3591,10,6,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,False,False,False,False,False,True,0,0,1,0,0.4634183220955184,0.16678052310565533,1.0415160526116827,2
,287.15,0.0,0.0,90,Rain,moderate rain,2013-05-19 10:00:00,3591,10,6,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,False,True,False,False,False,False,0,1,1,0,0.4634183220955184,0.16678052310565533,1.0415160526116827,2
,287.15,0.0,0.0,90,Rain,light rain,2013-05-19 10:00:00,3591,10,6,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,False,True,False,False,False,False,0,1,1,0,0.4634183220955184,0.16678052310565533,1.0415160526116827,2
,287.15,0.0,0.0,90,Thunderstorm,thunderstorm with heavy rain,2013-05-19 10:00:00,3591,10,6,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,False,False,False,False,False,True,0,0,1,0,0.4634183220955184,0.16678052310565533,1.0415160526116827,2
,287.32,0.0,0.0,90,Rain,light rain,2013-05-19 11:00:00,4016,11,6,1,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,False,True,False,False,False,False,0,1,1,0,0.4767914435381544,0.38067793117188703,1.0415160526116827,2
,287.32,0.0,0.0,90,Mist,mist,2013-05-19 11:00:00,4016,11,6,1,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,True,False,False,False,False,False,0,0,1,0,0.4767914435381544,0.38067793117188703,1.0415160526116827,2
,287.32,0.0,0.0,90,Rain,moderate rain,2013-05-19 11:00:00,4016,11,6,1,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,False,True,False,False,False,False,0,1,1,0,0.4767914435381544,0.38067793117188703,1.0415160526116827,2
,289.19,0.0,0.0,90,Mist,mist,2013-05-19 12:00:00,4679,12,6,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,True,False,False,False,False,False,0,0,1,0,0.6238957794071365,0.7143578877552084,1.0415160526116827,2
,289.19,0.0,0.0,90,Rain,light rain,2013-05-19 12:00:00,4679,12,6,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,False,True,False,False,False,False,0,1,1,0,0.6238957794071365,0.7143578877552084,1.0415160526116827,2
,289.19,0.0,0.0,90,Rain,moderate rain,2013-05-19 12:00:00,4679,12,6,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,False,True,False,False,False,False,0,1,1,0,0.6238957794071365,0.7143578877552084,1.0415160526116827,2
,291.15,0.0,0.0,90,Mist,mist,2013-05-19 13:00:00,4398,13,6,1,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,True,False,False,False,False,False,0,0,1,0,0.7780800030986879,0.5729339544220058,1.0415160526116827,2
,293.82,0.0,0.0,1,Clear,sky is clear,2013-05-19 14:00:00,4324,14,6,1,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0.9881166751683048,0.5356906410175325,-1.2396690857273567,2
,296.21,0.0,0.0,1,Clear,sky is clear,2013-05-19 15:00:00,4126,15,6,1,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,1.1761270295676975,0.43603961325961754,-1.2396690857273567,2
,298.51,0.0,0.0,40,Clouds,scattered clouds,2013-05-19 16:00:00,4233,16,6,1,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,1.3570574961445208,0.48989143129041,-0.2400486318484518,2
,298.76,0.0,0.0,75,Clouds,broken clouds,2013-05-19 17:00:00,3335,17,6,1,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,1.3767238512072189,0.03793879024693698,0.6570466472736423,1
,299.64,0.0,0.0,40,Clouds,scattered clouds,2013-05-19 18:00:00,3405,18,6,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,1.4459494210279158,0.07316895157549277,-0.2400486318484518,2
