holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,congestion_category,is_low_visibility,high_risk
,288.65,0.0,0.0,1,Clear,sky is clear,2013-10-09 05:00:00,2863,Medium,0,0
,288.39,0.0,0.0,1,Clear,sky is clear,2013-10-09 06:00:00,5841,Severe,0,0
,287.5,0.0,0.0,1,Clear,sky is clear,2013-10-09 07:00:00,6616,Severe,0,0
,287.84,0.0,0.0,1,Clear,sky is clear,2013-10-09 08:00:00,6338,Severe,0,0
,289.5,0.0,0.0,1,Clear,sky is clear,2013-10-09 09:00:00,5423,Severe,0,0
,290.83,0.0,0.0,1,Clear,sky is clear,2013-10-09 10:00:00,4492,High,0,0
,292.83,0.0,0.0,1,Clear,sky is clear,2013-10-09 11:00:00,4919,High,0,0
,294.83,0.0,0.0,1,Clear,sky is clear,2013-10-09 12:00:00,4910,High,0,0
,295.83,0.0,0.0,1,Clear,sky is clear,2013-10-09 13:00:00,4891,High,0,0
,296.48,0.0,0.0,1,Clear,sky is clear,2013-10-09 14:00:00,5507,Severe,0,0
,297.15,0.0,0.0,1,Haze,haze,2013-10-09 15:00:00,6046,Severe,0,1
,297.15,0.0,0.0,1,Clear,sky is clear,2013-10-09 16:00:00,6709,Severe,0,0
,296.48,0.0,0.0,1,Clear,sky is clear,2013-10-09 17:00:00,6455,Severe,0,0
,293.83,0.0,0.0,1,Clear,sky is clear,2013-10-09 18:00:00,4807,High,0,0
,290.47,0.0,0.0,1,Clear,sky is clear,2013-10-09 19:00:00,3650,High,0,0
,289.8,0.0,0.0,1,Clear,sky is clear,2013-10-09 20:00:00,3022,Medium,0,0
,289.38,0.0,0.0,1,Clear,sky is clear,2013-10-09 21:00:00,2517,Medium,0,0
,288.88,0.0,0.0,1,Clear,sky is clear,2013-10-09 22:00:00,1836,Medium,0,0
,288.13,0.0,0.0,1,Clear,sky is clear,2013-10-09 23:00:00,1146,Low,0,0
,287.63,0.0,0.0,1,Clear,sky is clear,2013-10-10 00:00:00,596,Low,0,0
,286.38,0.0,0.0,1,Clear,sky is clear,2013-10-10 01:00:00,372,Low,0,0
,285.63,0.0,0.0,1,Clear,sky is clear,2013-10-10 02:00:00,271,Low,0,0
,285.38,0.0,0.0,1,Clear,sky is clear,2013-10-10 03:00:00,335,Low,0,0
,284.63,0.0,0.0,1,Clear,sky is clear,2013-10-10 04:00:00,856,Low,0,0
,284.63,0.0,0.0,1,Clear,sky is clear,2013-10-10 05:00:00,2935,Medium,0,0
,284.89,0.0,0.0,1,Clear,sky is clear,2013-10-10 06:00:00,5885,Severe,0,0
,284.46,0.0,0.0,1,Clear,sky is clear,2013-10-10 07:00:00,6668,Severe,0,0
,285.46,0.0,0.0,1,Clear,sky is clear,2013-10-10 08:00:00,6182,Severe,0,0
,288.13,0.0,0.0,1,Clear,sky is clear,2013-10-10 09:00:00,5391,Severe,0,0
,290.48,0.0,0.0,1,Clear,sky is clear,2013-10-10 10:00:00,4688,High,0,0
,292.8,0.0,0.0,1,Clear,sky is clear,2013-10-10 11:00:00,4691,High,0,0
,294.83,0.0,0.0,1,Clear,sky is clear,2013-10-10 12:00:00,5205,Severe,0,0
,296.83,0.0,0.0,1,Clear,sky is clear,2013-10-10 13:00:00,5078,Severe,0,0
,297.8,0.0,0.0,1,Clear,sky is clear,2013-10-10 14:00:00,5657,Severe,0,0
,298.48,0.0,0.0,1,Clear,sky is clear,2013-10-10 15:00:00,6160,Severe,0,0
,298.15,0.0,0.0,40,Clouds,scattered clouds,2013-10-10 16:00:00,6661,Severe,0,0
,296.48,0.0,0.0,1,Clear,sky is clear,2013-10-10 17:00:00,5986,Severe,0,0
,294.5,0.0,0.0,1,Clear,sky is clear,2013-10-10 18:00:00,4974,Severe,0,0
,293.15,0.0,0.0,1,Clear,sky is clear,2013-10-10 19:00:00,3764,High,0,0
,292.8,0.0,0.0,1,Clear,sky is clear,2013-10-10 20:00:00,3256,Medium,0,0
,292.15,0.0,0.0,1,Clear,sky is clear,2013-10-10 21:00:00,3539,High,0,0
,290.77,0.0,0.0,90,Clouds,overcast clouds,2013-10-10 22:00:00,3442,High,1,1
,290.14,0.0,0.0,1,Clear,sky is clear,2013-10-10 23:00:00,1371,Medium,0,0
,289.88,0.0,0.0,1,Clear,sky is clear,2013-10-11 00:00:00,713,Low,0,0
,289.13,0.0,0.0,1,Clear,sky is clear,2013-10-11 01:00:00,408,Low,0,0
,288.88,0.0,0.0,1,Clear,sky is clear,2013-10-11 02:00:00,316,Low,0,0
,288.39,0.0,0.0,1,Clear,sky is clear,2013-10-11 03:00:00,396,Low,0,0
,288.64,0.0,0.0,1,Clear,sky is clear,2013-10-11 04:00:00,791,Low,0,0
,287.63,0.0,0.0,1,Clear,sky is clear,2013-10-11 06:00:00,5593,Severe,0,0
,287.16,0.0,0.0,1,Clear,sky is clear,2013-10-11 07:00:00,6775,Severe,0,0
,287.81,0.0,0.0,1,Clear,sky is clear,2013-10-11 08:00:00,5810,Severe,0,0
,289.63,0.0,0.0,56,Clouds,broken clouds,2013-10-11 10:00:00,4813,High,0,0
,292.6,0.0,0.0,56,Clouds,broken clouds,2013-10-11 11:00:00,5187,Severe,0,0
,294.48,0.0,0.0,24,Clouds,few clouds,2013-10-11 12:00:00,5401,Severe,0,0
,295.34,0.0,0.0,24,Clouds,few clouds,2013-10-11 14:00:00,5810,Severe,0,0
,295.09,0.0,0.0,80,Clouds,broken clouds,2013-10-11 15:00:00,6177,Severe,1,1
,295.38,0.0,0.0,80,Thunderstorm,proximity thunderstorm,2013-10-11 17:00:00,6038,Severe,1,1
,295.53,0.0,0.0,92,Rain,light rain,2013-10-11 18:00:00,5142,Severe,1,1
,293.78,0.0,0.0,44,Rain,light rain,2013-10-11 21:00:00,3048,Medium,0,0
,291.12,1.96,0.0,44,Rain,moderate rain,2013-10-11 23:00:00,2943,Medium,0,0
,291.12,1.96,0.0,44,Thunderstorm,proximity thunderstorm,2013-10-11 23:00:00,2943,Medium,0,0
,288.93,1.68,0.0,44,Rain,moderate rain,2013-10-12 00:00:00,1297,Medium,0,0
,287.35,0.51,0.0,44,Rain,light rain,2013-10-12 01:00:00,812,Low,0,0
,284.55,0.0,0.0,44,Clouds,scattered clouds,2013-10-12 03:00:00,418,Low,0,0
,283.71,0.0,0.0,1,Clear,sky is clear,2013-10-12 04:00:00,469,Low,0,0
,282.66,0.0,0.0,0,Clear,sky is clear,2013-10-12 06:00:00,1548,Medium,0,0
,285.24,0.0,0.0,64,Clouds,broken clouds,2013-10-12 12:00:00,5377,Severe,0,0
,285.03,0.0,0.0,64,Clouds,broken clouds,2013-10-12 13:00:00,5203,Severe,0,0
,284.79,0.0,0.0,64,Rain,light rain,2013-10-12 14:00:00,5334,Severe,0,0
,283.32,0.25,0.0,76,Rain,light rain,2013-10-12 15:00:00,5351,Severe,1,1
,283.32,0.25,0.0,76,Drizzle,light intensity drizzle,2013-10-12 15:00:00,5351,Severe,1,1
,283.21,0.0,0.0,76,Clouds,broken clouds,2013-10-12 16:00:00,5463,Severe,1,1
,283.31,0.25,0.0,76,Rain,light rain,2013-10-12 18:00:00,4724,High,1,1
,283.31,0.25,0.0,76,Drizzle,light intensity drizzle,2013-10-12 18:00:00,4724,High,1,1
,280.35,0.0,0.0,24,Clouds,few clouds,2013-10-12 23:00:00,2186,Medium,0,0
,280.38,0.0,0.0,0,Clear,sky is clear,2013-10-13 00:00:00,1489,Medium,0,0
,279.52,0.0,0.0,0,Clear,sky is clear,2013-10-13 02:00:00,730,Low,0,0
,278.55,0.0,0.0,0,Clear,sky is clear,2013-10-13 03:00:00,415,Low,0,0
,277.0,0.0,0.0,0,Clear,sky is clear,2013-10-13 04:00:00,351,Low,0,0
,282.63,0.0,0.0,0,Clear,sky is clear,2013-10-13 10:00:00,4850,High,0,0
,285.31,0.0,0.0,0,Clear,sky is clear,2013-10-13 12:00:00,4521,High,0,0
,287.77,0.0,0.0,0,Clear,sky is clear,2013-10-13 15:00:00,4930,High,0,0
,287.37,0.0,0.0,0,Clear,sky is clear,2013-10-13 16:00:00,5353,Severe,0,0
,278.58,0.0,0.0,0,Clear,sky is clear,2013-10-13 23:00:00,1084,Low,0,0
Columbus Day,277.72,0.0,0.0,0,Clear,sky is clear,2013-10-14 00:00:00,615,Low,0,0
,277.07,0.0,0.0,0,Clear,sky is clear,2013-10-14 02:00:00,291,Low,0,0
,276.7,0.0,0.0,8,Clear,sky is clear,2013-10-14 03:00:00,388,Low,0,0
,277.59,0.0,0.0,8,Clear,sky is clear,2013-10-14 05:00:00,2694,Medium,0,0
,277.99,0.0,0.0,44,Clouds,scattered clouds,2013-10-14 06:00:00,5729,Severe,0,0
,279.53,0.0,0.0,44,Clouds,scattered clouds,2013-10-14 08:00:00,5737,Severe,0,0
,280.19,0.0,0.0,88,Clouds,overcast clouds,2013-10-14 09:00:00,4899,High,1,1
,281.72,0.0,0.0,88,Rain,light rain,2013-10-14 11:00:00,4507,High,1,1
,283.06,0.0,0.0,92,Clouds,overcast clouds,2013-10-14 12:00:00,4696,High,1,1
,284.84,0.0,0.0,92,Clouds,overcast clouds,2013-10-14 14:00:00,5397,Severe,1,1
,284.4,0.0,0.0,92,Drizzle,light intensity drizzle,2013-10-14 18:00:00,4508,High,1,1
,283.59,0.3,0.0,92,Rain,light rain,2013-10-14 21:00:00,2169,Medium,1,0
,283.59,0.3,0.0,92,Drizzle,drizzle,2013-10-14 21:00:00,2169,Medium,1,0
,282.68,4.39,0.0,92,Rain,heavy intensity rain,2013-10-15 00:00:00,477,Low,1,0
,282.68,4.39,0.0,92,Mist,mist,2013-10-15 00:00:00,477,Low,1,0
,282.07,4.27,0.0,92,Rain,heavy intensity rain,2013-10-15 03:00:00,340,Low,1,0
,282.07,4.27,0.0,92,Mist,mist,2013-10-15 03:00:00,340,Low,1,0
,282.07,4.27,0.0,92,Drizzle,light intensity drizzle,2013-10-15 03:00:00,340,Low,1,0
,282.29,1.66,0.0,92,Rain,heavy intensity rain,2013-10-15 06:00:00,5452,Severe,1,1
,282.29,1.66,0.0,92,Mist,mist,2013-10-15 06:00:00,5452,Severe,1,1
,282.29,1.66,0.0,92,Drizzle,light intensity drizzle,2013-10-15 06:00:00,5452,Severe,1,1
,284.26,0.25,0.0,92,Rain,light rain,2013-10-15 10:00:00,4480,High,1,1
,284.26,0.25,0.0,92,Mist,mist,2013-10-15 10:00:00,4480,High,1,1
,284.26,0.25,0.0,92,Drizzle,drizzle,2013-10-15 10:00:00,4480,High,1,1
,284.52,0.25,0.0,92,Rain,moderate rain,2013-10-15 11:00:00,4773,High,1,1
,284.52,0.25,0.0,92,Mist,mist,2013-10-15 11:00:00,4773,High,1,1
,284.6,1.02,0.0,92,Rain,heavy intensity rain,2013-10-15 12:00:00,4989,Severe,1,1
,284.6,1.02,0.0,92,Mist,mist,2013-10-15 12:00:00,4989,Severe,1,1
,284.6,1.02,0.0,92,Drizzle,light intensity drizzle,2013-10-15 12:00:00,4989,Severe,1,1
,283.27,0.64,0.0,92,Rain,moderate rain,2013-10-15 15:00:00,5901,Severe,1,1
,283.27,0.64,0.0,92,Mist,mist,2013-10-15 15:00:00,5901,Severe,1,1
,283.27,0.64,0.0,92,Drizzle,drizzle,2013-10-15 15:00:00,5901,Severe,1,1
,282.92,0.42,0.0,92,Rain,heavy intensity rain,2013-10-15 17:00:00,6237,Severe,1,1
,282.92,0.42,0.0,92,Mist,mist,2013-10-15 17:00:00,6237,Severe,1,1
,282.62,0.51,0.0,92,Rain,light rain,2013-10-15 18:00:00,4833,High,1,1
,282.62,0.51,0.0,92,Mist,mist,2013-10-15 18:00:00,4833,High,1,1
,282.62,0.51,0.0,92,Drizzle,heavy intensity drizzle,2013-10-15 18:00:00,4833,High,1,1
,282.2,0.34,0.0,92,Rain,light rain,2013-10-15 21:00:00,2486,Medium,1,0
,282.2,0.34,0.0,92,Drizzle,light intensity drizzle,2013-10-15 21:00:00,2486,Medium,1,0
,282.2,0.34,0.0,92,Mist,mist,2013-10-15 21:00:00,2486,Medium,1,0
,281.4,0.35,0.0,92,Rain,moderate rain,2013-10-15 23:00:00,964,Low,1,0
,281.4,0.35,0.0,92,Mist,mist,2013-10-15 23:00:00,964,Low,1,0
,281.4,0.35,0.0,92,Drizzle,light intensity drizzle,2013-10-15 23:00:00,964,Low,1,0
,280.88,0.25,0.0,92,Rain,light rain,2013-10-16 00:00:00,496,Low,1,0
,280.88,0.25,0.0,92,Mist,mist,2013-10-16 00:00:00,496,Low,1,0
,280.65,0.25,0.0,92,Rain,light rain,2013-10-16 02:00:00,268,Low,1,0
,279.95,0.25,0.0,20,Rain,light rain,2013-10-16 08:00:00,5995,Severe,0,0
,279.86,0.25,0.0,20,Rain,light rain,2013-10-16 09:00:00,5290,Severe,0,0
,280.02,0.0,0.0,20,Rain,light rain,2013-10-16 11:00:00,4910,High,0,0
,280.81,0.0,0.0,20,Rain,light rain,2013-10-16 12:00:00,4936,Severe,0,0
,281.86,0.0,0.0,20,Rain,light rain,2013-10-16 13:00:00,5055,Severe,0,0
,283.16,0.0,0.0,20,Rain,light rain,2013-10-16 14:00:00,5476,Severe,0,0
,284.21,0.0,0.0,0,Clear,sky is clear,2013-10-16 15:00:00,6088,Severe,0,0
,284.77,0.0,0.0,0,Clear,sky is clear,2013-10-16 17:00:00,6344,Severe,0,0
,283.9,0.0,0.0,0,Clear,sky is clear,2013-10-16 18:00:00,5013,Severe,0,0
,279.44,0.0,0.0,0,Clear,sky is clear,2013-10-16 20:00:00,2980,Medium,0,0
,277.82,0.0,0.0,0,Clear,sky is clear,2013-10-16 21:00:00,2618,Medium,0,0
,276.71,0.0,0.0,0,Clear,sky is clear,2013-10-17 00:00:00,604,Low,0,0
,276.73,0.0,0.0,0,Clear,sky is clear,2013-10-17 01:00:00,344,Low,0,0
,277.89,0.0,0.0,0,Clear,sky is clear,2013-10-17 03:00:00,406,Low,0,0
,277.88,0.0,0.0,0,Clear,sky is clear,2013-10-17 05:00:00,2781,Medium,0,0
,277.77,0.0,0.0,0,Clear,sky is clear,2013-10-17 06:00:00,5762,Severe,0,0
,277.78,0.0,0.0,0,Clear,sky is clear,2013-10-17 08:00:00,5413,Severe,0,0
,278.43,0.0,0.0,92,Clouds,overcast clouds,2013-10-17 09:00:00,5374,Severe,1,1
,283.22,0.0,0.0,92,Clouds,overcast clouds,2013-10-17 12:00:00,5271,Severe,1,1
,286.53,0.0,0.0,92,Clouds,overcast clouds,2013-10-17 14:00:00,5567,Severe,1,1
,286.02,0.0,0.0,92,Rain,light rain,2013-10-17 15:00:00,6271,Severe,1,1
,285.18,0.0,0.0,92,Rain,light rain,2013-10-17 16:00:00,6659,Severe,1,1
,285.18,0.0,0.0,92,Drizzle,light intensity drizzle,2013-10-17 16:00:00,6659,Severe,1,1
,284.23,0.25,0.0,92,Rain,moderate rain,2013-10-17 17:00:00,6279,Severe,1,1
,284.23,0.25,0.0,92,Drizzle,light intensity drizzle,2013-10-17 17:00:00,6279,Severe,1,1
,283.56,0.0,0.0,92,Rain,light rain,2013-10-17 18:00:00,4964,Severe,1,1
,283.56,0.0,0.0,92,Drizzle,drizzle,2013-10-17 18:00:00,4964,Severe,1,1
,282.59,0.64,0.0,92,Rain,moderate rain,2013-10-17 19:00:00,3452,High,1,1
,281.72,1.39,0.0,92,Rain,heavy intensity rain,2013-10-17 20:00:00,2959,Medium,1,0
,281.72,1.39,0.0,92,Mist,mist,2013-10-17 20:00:00,2959,Medium,1,0
,281.39,1.8,0.0,76,Rain,moderate rain,2013-10-17 21:00:00,2688,Medium,1,0
,281.39,1.8,0.0,76,Mist,mist,2013-10-17 21:00:00,2688,Medium,1,0
,280.81,0.91,0.0,76,Rain,moderate rain,2013-10-17 22:00:00,2322,Medium,1,0
,280.2,1.21,0.0,76,Rain,moderate rain,2013-10-17 23:00:00,1236,Medium,1,0
,280.2,1.21,0.0,76,Drizzle,drizzle,2013-10-17 23:00:00,1236,Medium,1,0
,279.5,1.13,0.0,68,Rain,moderate rain,2013-10-18 00:00:00,686,Low,0,0
,278.95,1.09,0.0,68,Rain,moderate rain,2013-10-18 01:00:00,424,Low,0,0
,278.95,1.09,0.0,68,Mist,mist,2013-10-18 01:00:00,424,Low,1,0
,278.95,1.09,0.0,68,Drizzle,drizzle,2013-10-18 01:00:00,424,Low,0,0
,278.16,0.89,0.0,68,Rain,moderate rain,2013-10-18 02:00:00,341,Low,0,0
,278.16,0.89,0.0,68,Drizzle,light intensity drizzle,2013-10-18 02:00:00,341,Low,0,0
,277.98,0.53,0.0,44,Rain,moderate rain,2013-10-18 03:00:00,396,Low,0,0
,277.98,0.53,0.0,44,Drizzle,light intensity drizzle,2013-10-18 03:00:00,396,Low,0,0
,277.79,0.44,0.0,44,Rain,light rain,2013-10-18 04:00:00,780,Low,0,0
,277.79,0.44,0.0,44,Drizzle,drizzle,2013-10-18 04:00:00,780,Low,0,0
,277.49,0.25,0.0,44,Rain,light rain,2013-10-18 05:00:00,2620,Medium,0,0
,277.43,0.38,0.0,48,Rain,light rain,2013-10-18 06:00:00,5419,Severe,0,0
,276.77,0.0,0.0,48,Clouds,scattered clouds,2013-10-18 08:00:00,5370,Severe,0,0
,276.74,0.0,0.0,48,Clouds,scattered clouds,2013-10-18 09:00:00,4998,Severe,0,0
,278.22,0.25,0.0,32,Rain,light rain,2013-10-18 10:00:00,4751,High,0,0
,280.08,0.0,0.0,32,Clouds,scattered clouds,2013-10-18 11:00:00,5225,Severe,0,0
,281.92,0.0,0.0,32,Clouds,scattered clouds,2013-10-18 12:00:00,5462,Severe,0,0
,283.5,0.0,0.0,32,Clouds,scattered clouds,2013-10-18 14:00:00,5799,Severe,0,0
,283.82,0.0,0.0,56,Clouds,broken clouds,2013-10-18 15:00:00,5935,Severe,0,0
,283.33,0.0,0.0,56,Clouds,broken clouds,2013-10-18 16:00:00,6277,Severe,0,0
,282.91,0.25,0.0,56,Rain,light rain,2013-10-18 17:00:00,5674,Severe,0,0
,282.14,0.0,0.0,92,Rain,light rain,2013-10-18 18:00:00,4927,High,1,1
,278.46,0.0,0.0,92,Drizzle,drizzle,2013-10-18 20:00:00,3239,Medium,1,0
,278.18,0.0,0.0,0,Clear,sky is clear,2013-10-18 21:00:00,3146,Medium,0,0
,278.22,0.0,0.0,0,Clear,sky is clear,2013-10-18 22:00:00,3518,High,0,0
,278.32,0.0,0.0,0,Rain,light rain,2013-10-18 23:00:00,2130,Medium,0,0
,278.35,0.25,0.0,0,Rain,light rain,2013-10-19 00:00:00,1312,Medium,0,0
,278.35,0.25,0.0,0,Drizzle,light intensity drizzle,2013-10-19 00:00:00,1312,Medium,0,0
,278.11,0.0,0.0,0,Clear,sky is clear,2013-10-19 01:00:00,829,Low,0,0
,277.52,0.0,0.0,0,Clear,sky is clear,2013-10-19 02:00:00,649,Low,0,0
,276.18,0.0,0.0,0,Clear,sky is clear,2013-10-19 03:00:00,393,Low,0,0
,273.807,0.0,0.0,0,Clear,sky is clear,2013-10-19 05:00:00,854,Low,0,0
,274.252,0.0,0.0,64,Clouds,broken clouds,2013-10-19 06:00:00,1452,Medium,0,0
,276.12,0.35,0.0,64,Rain,light rain,2013-10-19 09:00:00,3867,High,0,0
,276.12,0.35,0.0,64,Drizzle,light intensity drizzle,2013-10-19 09:00:00,3867,High,0,0
,276.87,0.25,0.0,64,Rain,light rain,2013-10-19 10:00:00,4269,High,0,0
,279.38,0.0,0.0,64,Clouds,broken clouds,2013-10-19 12:00:00,5031,Severe,0,0
,279.74,0.38,0.0,32,Rain,light rain,2013-10-19 13:00:00,4903,High,0,0
,278.84,0.97,0.0,32,Rain,moderate rain,2013-10-19 15:00:00,4885,High,0,0
,278.84,0.97,0.0,32,Mist,mist,2013-10-19 15:00:00,4885,High,1,1
,279.31,0.38,0.0,75,Rain,light rain,2013-10-19 17:00:00,5508,Severe,0,0
,277.55,0.0,0.0,32,Clouds,scattered clouds,2013-10-19 19:00:00,3783,High,0,0
,276.23,0.0,0.0,8,Clear,sky is clear,2013-10-19 21:00:00,3065,Medium,0,0
,275.36,0.0,0.0,8,Clear,sky is clear,2013-10-19 22:00:00,3096,Medium,0,0
,274.42,0.25,0.0,8,Rain,light rain,2013-10-19 23:00:00,2298,Medium,0,0
,274.54,0.25,0.0,0,Rain,light rain,2013-10-20 00:00:00,1408,Medium,0,0
,272.47,0.0,0.0,8,Clear,sky is clear,2013-10-20 03:00:00,394,Low,0,0
,273.74,0.0,0.0,90,Clouds,overcast clouds,2013-10-20 05:00:00,532,Low,1,0
,274.48,0.0,0.0,90,Rain,moderate rain,2013-10-20 07:00:00,1225,Medium,1,0
,274.48,0.0,0.0,90,Snow,light snow,2013-10-20 08:00:00,1715,Medium,1,0
,274.48,0.0,0.0,90,Rain,moderate rain,2013-10-20 08:00:00,1715,Medium,1,0
,274.8,0.0,0.0,90,Snow,light snow,2013-10-20 10:00:00,3391,High,1,1
,274.8,0.0,0.0,90,Rain,moderate rain,2013-10-20 10:00:00,3391,High,1,1
,276.15,0.0,0.0,90,Rain,light rain,2013-10-20 11:00:00,3720,High,1,1
,276.15,0.0,0.0,90,Mist,mist,2013-10-20 11:00:00,3720,High,1,1
,278.64,0.0,0.0,90,Rain,light rain,2013-10-20 13:00:00,4380,High,1,1
,278.35,0.0,0.0,90,Snow,light snow,2013-10-20 14:00:00,4655,High,1,1
,276.13,0.0,0.0,90,Rain,light rain,2013-10-20 16:00:00,4623,High,1,1
,276.13,0.0,0.0,90,Mist,mist,2013-10-20 16:00:00,4623,High,1,1
,276.13,0.0,0.0,90,Drizzle,light intensity drizzle,2013-10-20 16:00:00,4623,High,1,1
,276.48,0.0,0.0,90,Rain,light rain,2013-10-20 17:00:00,4354,High,1,1
,276.48,0.0,0.0,90,Drizzle,light intensity drizzle,2013-10-20 17:00:00,4354,High,1,1
,276.72,0.0,0.0,90,Drizzle,drizzle,2013-10-20 22:00:00,1587,Medium,1,0
,273.73,0.0,0.0,90,Clouds,overcast clouds,2013-10-21 07:00:00,6827,Severe,1,1
,274.15,0.0,0.0,90,Clouds,overcast clouds,2013-10-21 08:00:00,5797,Severe,1,1
,274.15,0.0,0.0,90,Clouds,overcast clouds,2013-10-21 10:00:00,4119,High,1,1
,274.5,0.0,0.0,90,Clouds,overcast clouds,2013-10-21 11:00:00,4403,High,1,1
,275.83,0.0,0.0,90,Clouds,overcast clouds,2013-10-21 13:00:00,4753,High,1,1
,276.15,0.0,0.0,90,Clouds,overcast clouds,2013-10-21 14:00:00,5379,Severe,1,1
,276.83,0.0,0.0,90,Clouds,overcast clouds,2013-10-21 15:00:00,5894,Severe,1,1
,276.83,0.0,0.0,40,Clouds,scattered clouds,2013-10-21 16:00:00,6681,Severe,0,0
,276.5,0.0,0.0,75,Clouds,broken clouds,2013-10-21 17:00:00,6095,Severe,0,0
,275.5,0.0,0.0,40,Clouds,scattered clouds,2013-10-21 18:00:00,4463,High,0,0
,274.5,0.0,0.0,40,Clouds,scattered clouds,2013-10-21 19:00:00,3154,Medium,0,0
,274.15,0.0,0.0,1,Clear,sky is clear,2013-10-21 20:00:00,2469,Medium,0,0
,272.79,0.0,0.0,40,Clouds,scattered clouds,2013-10-21 21:00:00,2188,Medium,0,0
,272.44,0.0,0.0,1,Clear,sky is clear,2013-10-21 22:00:00,1509,Medium,0,0
,271.14,0.0,0.0,1,Clear,sky is clear,2013-10-21 23:00:00,1018,Low,0,0
,270.89,0.0,0.0,1,Clear,sky is clear,2013-10-22 00:00:00,578,Low,0,0
,270.64,0.0,0.0,1,Clear,sky is clear,2013-10-22 01:00:00,355,Low,0,0
,270.65,0.0,0.0,1,Clear,sky is clear,2013-10-22 02:00:00,251,Low,0,0
,270.4,0.0,0.0,1,Clear,sky is clear,2013-10-22 03:00:00,340,Low,0,0
,276.793,0.0,0.0,64,Clouds,broken clouds,2013-10-22 05:00:00,2789,Medium,0,0
,271.15,0.0,0.0,1,Clear,sky is clear,2013-10-22 07:00:00,6876,Severe,0,0
,271.61,0.0,0.0,75,Clouds,broken clouds,2013-10-22 08:00:00,6375,Severe,0,0
,274.5,0.0,0.0,40,Clouds,scattered clouds,2013-10-22 09:00:00,5532,Severe,0,0
,275.74,0.0,0.0,1,Clear,sky is clear,2013-10-22 10:00:00,4384,High,0,0
,276.15,0.0,0.0,90,Clouds,overcast clouds,2013-10-22 11:00:00,4862,High,1,1
,276.82,0.0,0.0,90,Clouds,overcast clouds,2013-10-22 12:00:00,5126,Severe,1,1
,274.15,0.0,0.0,90,Clouds,overcast clouds,2013-10-23 05:00:00,2873,Medium,1,0
,275.39,0.0,0.0,90,Clouds,overcast clouds,2013-10-23 10:00:00,4665,High,1,1
,275.5,0.0,0.0,90,Clouds,overcast clouds,2013-10-23 13:00:00,5030,Severe,1,1
,275.15,0.0,0.0,90,Clouds,overcast clouds,2013-10-23 14:00:00,5512,Severe,1,1
,274.83,0.0,0.0,90,Clouds,overcast clouds,2013-10-23 15:00:00,6116,Severe,1,1
,274.83,0.0,0.0,90,Clouds,overcast clouds,2013-10-23 16:00:00,6922,Severe,1,1
,274.83,0.0,0.0,90,Clouds,overcast clouds,2013-10-23 17:00:00,6534,Severe,1,1
,274.15,0.0,0.0,90,Clouds,overcast clouds,2013-10-23 19:00:00,3630,High,1,1
,274.15,0.0,0.0,90,Clouds,overcast clouds,2013-10-23 20:00:00,3064,Medium,1,0
,274.15,0.0,0.0,90,Clouds,overcast clouds,2013-10-23 22:00:00,1618,Medium,1,0
,274.47,0.0,0.0,90,Clouds,overcast clouds,2013-10-23 23:00:00,1041,Low,1,0
,274.65,0.0,0.0,40,Clouds,scattered clouds,2013-10-24 09:00:00,5487,Severe,0,0
,278.48,0.0,0.0,90,Clouds,overcast clouds,2013-10-24 14:00:00,5741,Severe,1,1
,278.48,0.0,0.0,90,Clouds,overcast clouds,2013-10-24 16:00:00,7094,Severe,1,1
,278.15,0.0,0.0,90,Clouds,overcast clouds,2013-10-24 17:00:00,6735,Severe,1,1
,276.8,0.0,0.0,90,Clouds,overcast clouds,2013-10-24 20:00:00,3457,High,1,1
,276.39,0.0,0.0,90,Clouds,overcast clouds,2013-10-24 23:00:00,1400,Medium,1,0
,270.51,0.0,0.0,1,Clear,sky is clear,2013-10-25 07:00:00,6771,Severe,0,0
,271.75,0.0,0.0,20,Clouds,few clouds,2013-10-25 08:00:00,5811,Severe,0,0
,274.68,0.0,0.0,1,Clear,sky is clear,2013-10-25 09:00:00,5053,Severe,0,0
,276.48,0.0,0.0,1,Clear,sky is clear,2013-10-25 10:00:00,4903,High,0,0
,287.15,0.0,0.0,1,Clear,sky is clear,2013-10-25 18:00:00,5753,Severe,0,0
,286.8,0.0,0.0,90,Clouds,overcast clouds,2013-10-25 19:00:00,4313,High,1,1
,285.83,0.0,0.0,1,Clear,sky is clear,2013-10-25 20:00:00,3617,High,0,0
,285.64,0.0,0.0,1,Clear,sky is clear,2013-10-25 21:00:00,3479,High,0,0
,284.4,0.0,0.0,1,Clear,sky is clear,2013-10-25 22:00:00,3002,Medium,0,0
,283.39,0.0,0.0,40,Clouds,scattered clouds,2013-10-25 23:00:00,2088,Medium,0,0
,275.14,0.0,0.0,1,Clear,sky is clear,2013-10-26 07:00:00,2555,Medium,0,0
,275.8,0.0,0.0,1,Clear,sky is clear,2013-10-26 08:00:00,3824,High,0,0
,277.8,0.0,0.0,1,Clear,sky is clear,2013-10-26 10:00:00,5341,Severe,0,0
,279.83,0.0,0.0,40,Clouds,scattered clouds,2013-10-26 12:00:00,6116,Severe,0,0
,280.5,0.0,0.0,40,Clouds,scattered clouds,2013-10-26 13:00:00,5127,Severe,0,0
,278.83,0.0,0.0,90,Clouds,overcast clouds,2013-10-26 17:00:00,4600,High,1,1
